protein_id,pid,ESM2,alignment,domain,z_max,esm_category,refseq_keyword,description
NP_001331924.1,NP_001331924,False,False,False,0.961,antimicrobial,False,NP_001331924.1 syntaxin of plants 41 [Arabidopsis thaliana]
NP_001331999.1,NP_001331999,True,True,True,2.37,NBS_LRR,True,NP_001331999.1 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]
NP_001332003.1,NP_001332003,False,False,False,0.898,defense_signaling,False,"NP_001332003.1 DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain-containing protein [Arabidopsis thaliana]"
NP_001332026.1,NP_001332026,False,True,True,1.007,NBS_LRR,True,NP_001332026.1 Disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]
NP_001332071.1,NP_001332071,False,False,False,0.459,defense_signaling,False,NP_001332071.1 movement protein binding protein 2C [Arabidopsis thaliana]
NP_001332114.1,NP_001332114,False,False,False,0.186,cell_death_HR,False,NP_001332114.1 cyclic nucleotide-gated cation channel 4 [Arabidopsis thaliana]
NP_001332152.1,NP_001332152,False,False,False,1.127,NBS_LRR,True,NP_001332152.1 ENHANCED DOWNY MILDEW 2 [Arabidopsis thaliana]
NP_001332180.1,NP_001332180,False,False,False,1.325,antimicrobial,False,NP_001332180.1 Sugar isomerase (SIS) family protein [Arabidopsis thaliana]
NP_001332263.1,NP_001332263,False,False,False,0.432,cell_death_HR,False,NP_001332263.1 Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
NP_001332264.1,NP_001332264,False,False,False,0.834,cell_death_HR,False,NP_001332264.1 Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
NP_001332362.1,NP_001332362,False,False,False,-0.111,defense_signaling,False,NP_001332362.1 uncharacterized protein AT5G11630 [Arabidopsis thaliana]
NP_001332433.1,NP_001332433,False,False,False,0.987,cell_death_HR,False,NP_001332433.1 zinc finger B-box protein [Arabidopsis thaliana]
NP_001332434.1,NP_001332434,False,False,False,0.987,cell_death_HR,False,NP_001332434.1 zinc finger B-box protein [Arabidopsis thaliana]
NP_001332466.1,NP_001332466,False,False,False,0.49,defense_signaling,False,NP_001332466.1 RING/U-box superfamily protein [Arabidopsis thaliana]
NP_001332491.1,NP_001332491,True,True,True,2.153,NBS_LRR,True,NP_001332491.1 Disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]
NP_001332492.1,NP_001332492,True,True,True,2.153,NBS_LRR,True,NP_001332492.1 Disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]
NP_001332504.1,NP_001332504,False,False,False,0.323,defense_signaling,False,NP_001332504.1 calmodulin binding protein [Arabidopsis thaliana]
NP_001332515.1,NP_001332515,True,True,True,2.013,NBS_LRR,True,NP_001332515.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana]
NP_001332592.1,NP_001332592,True,True,True,1.761,NBS_LRR,True,NP_001332592.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana]
NP_001332642.1,NP_001332642,False,False,False,0.578,defense_signaling,False,NP_001332642.1 Ataxia telangiectasia-mutated and RAD3-like protein [Arabidopsis thaliana]
NP_001332643.1,NP_001332643,False,False,False,0.578,defense_signaling,False,NP_001332643.1 Ataxia telangiectasia-mutated and RAD3-like protein [Arabidopsis thaliana]
NP_051066.1,NP_051066,False,False,False,0.963,antimicrobial,False,NP_051066.1 ATP synthase CF1 beta subunit (chloroplast) [Arabidopsis thaliana]
NP_171612.1,NP_171612,True,False,False,1.049,defense_signaling,False,NP_171612.1 dicer-like 1 [Arabidopsis thaliana]
NP_171618.1,NP_171618,False,False,False,0.554,PR_proteins,False,NP_171618.1 60S acidic ribosomal protein family [Arabidopsis thaliana]
NP_171654.1,NP_171654,False,False,False,0.356,antimicrobial,False,NP_171654.1 Late embryogenesis abundant protein [Arabidopsis thaliana]
NP_171714.2,NP_171714,False,False,False,0.863,cell_death_HR,False,NP_171714.2 GRAM domain family protein [Arabidopsis thaliana]
NP_171723.2,NP_171723,False,False,False,1.015,antimicrobial,False,NP_171723.2 Fatty acid hydroxylase superfamily [Arabidopsis thaliana]
NP_171791.1,NP_171791,False,False,False,0.77,antimicrobial,False,NP_171791.1 glutathione S-transferase 7 [Arabidopsis thaliana]
NP_171792.1,NP_171792,False,False,False,0.746,antimicrobial,False,NP_171792.1 glutathione S-transferase 6 [Arabidopsis thaliana]
NP_171932.1,NP_171932,False,False,False,0.612,defense_signaling,True,NP_171932.1 Ethylene-responsive element binding factor 14 [Arabidopsis thaliana]
NP_171935.1,NP_171935,False,False,False,0.816,antimicrobial,False,NP_171935.1 cryptochrome 2 [Arabidopsis thaliana]
NP_172037.1,NP_172037,False,False,False,1.005,NBS_LRR,False,NP_172037.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana]
NP_172067.1,NP_172067,False,False,False,0.838,NBS_LRR,False,NP_172067.1 Mannose-binding lectin superfamily protein [Arabidopsis thaliana]
NP_172088.2,NP_172088,False,False,False,0.659,defense_signaling,False,NP_172088.2 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_172106.1,NP_172106,False,False,False,0.43,defense_signaling,False,NP_172106.1 octadecanoid-responsive AP2/ERF 59 [Arabidopsis thaliana]
NP_172181.1,NP_172181,False,False,False,0.882,NBS_LRR,False,NP_172181.1 exocyst subunit exo70 family protein B2 [Arabidopsis thaliana]
NP_172237.1,NP_172237,False,True,False,1.511,RLK_defense,True,NP_172237.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_172265.1,NP_172265,False,True,False,1.487,RLK_defense,True,NP_172265.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_172360.1,NP_172360,False,False,False,0.701,PR_proteins,False,NP_172360.1 copper/zinc superoxide dismutase 1 [Arabidopsis thaliana]
NP_172362.3,NP_172362,True,False,False,1.384,PR_proteins,False,NP_172362.3 Calcium-dependent phospholipid-binding Copine family protein [Arabidopsis thaliana]
NP_172383.3,NP_172383,True,False,False,1.432,cell_death_HR,True,NP_172383.3 respiratory burst oxidase-like protein [Arabidopsis thaliana]
NP_172448.1,NP_172448,False,False,False,1.002,cell_death_HR,False,NP_172448.1 cell division cycle 5 [Arabidopsis thaliana]
NP_172468.3,NP_172468,True,True,True,1.731,RLK_defense,True,NP_172468.3 Leucine-rich receptor-like protein kinase family protein [Arabidopsis thaliana]
NP_172488.1,NP_172488,False,False,False,0.76,cell_death_HR,False,NP_172488.1 NF-X-like 1 [Arabidopsis thaliana]
NP_172561.2,NP_172561,True,True,True,1.896,NBS_LRR,True,NP_172561.2 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]
NP_172598.1,NP_172598,False,False,False,0.9,antimicrobial,False,NP_172598.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_172601.3,NP_172601,True,True,False,1.668,NBS_LRR,True,NP_172601.3 G-type lectin S-receptor-like Serine/Threonine-kinase [Arabidopsis thaliana]
NP_172627.2,NP_172627,False,False,False,0.762,NBS_LRR,False,"NP_172627.2 cytochrome P450, family 71, subfamily A, polypeptide 18 [Arabidopsis thaliana]"
NP_172647.2,NP_172647,False,False,True,1.194,PR_proteins,False,NP_172647.2 O-Glycosyl hydrolases family 17 protein [Arabidopsis thaliana]
NP_172660.5,NP_172660,False,False,False,0.777,cell_death_HR,False,NP_172660.5 ERD (early-responsive to dehydration stress) family protein [Arabidopsis thaliana]
NP_172684.1,NP_172684,False,False,False,1.07,antimicrobial,False,NP_172684.1 Flavin-binding monooxygenase family protein [Arabidopsis thaliana]
NP_172685.1,NP_172685,True,True,True,2.22,NBS_LRR,False,NP_172685.1 RPS5-like 1 [Arabidopsis thaliana]
NP_172686.1,NP_172686,True,True,True,2.136,NBS_LRR,True,NP_172686.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana]
NP_172692.1,NP_172692,True,True,True,2.106,NBS_LRR,True,NP_172692.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana]
NP_172849.1,NP_172849,False,True,False,0.593,defense_signaling,True,NP_172849.1 WRKY DNA-binding protein 4 [Arabidopsis thaliana]
NP_172889.1,NP_172889,False,True,False,1.534,RLK_defense,True,NP_172889.1 protein kinase 2A [Arabidopsis thaliana]
NP_172893.1,NP_172893,False,False,False,0.915,cell_death_HR,False,NP_172893.1 ssDNA-binding transcriptional regulator [Arabidopsis thaliana]
NP_172932.1,NP_172932,False,True,False,1.349,cell_death_HR,False,NP_172932.1 RNA-dependent RNA polymerase 1 [Arabidopsis thaliana]
NP_172946.1,NP_172946,False,False,False,0.835,NBS_LRR,False,NP_172946.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]
NP_172947.1,NP_172947,False,False,False,0.654,NBS_LRR,False,NP_172947.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]
NP_172948.1,NP_172948,False,False,False,0.791,NBS_LRR,False,NP_172948.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]
NP_172949.1,NP_172949,False,False,False,0.665,NBS_LRR,False,NP_172949.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]
NP_173005.1,NP_173005,False,False,False,1.148,antimicrobial,True,NP_173005.1 pleiotropic drug resistance 12 [Arabidopsis thaliana]
NP_173006.1,NP_173006,True,True,False,1.62,RLK_defense,True,NP_173006.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_173044.1,NP_173044,False,False,False,1.058,cell_death_HR,False,"NP_173044.1 Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Arabidopsis thaliana]"
NP_173062.1,NP_173062,False,True,False,1.566,NBS_LRR,True,NP_173062.1 wall associated kinase-like 6 [Arabidopsis thaliana]
NP_173063.1,NP_173063,False,True,False,1.583,NBS_LRR,True,NP_173063.1 wall associated kinase-like 1 [Arabidopsis thaliana]
NP_173064.1,NP_173064,False,True,False,1.573,RLK_defense,True,NP_173064.1 wall associated kinase-like 2 [Arabidopsis thaliana]
NP_173067.2,NP_173067,False,True,False,1.563,NBS_LRR,True,NP_173067.2 wall associated kinase-like 5 [Arabidopsis thaliana]
NP_173168.1,NP_173168,False,True,False,1.328,RLK_defense,False,NP_173168.1 receptor like protein 3 [Arabidopsis thaliana]
NP_173203.2,NP_173203,True,True,True,2.271,NBS_LRR,True,NP_173203.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_173204.1,NP_173204,True,True,True,1.913,NBS_LRR,True,NP_173204.1 Disease resistance protein (TIR-NBS class) [Arabidopsis thaliana]
NP_173205.1,NP_173205,True,True,True,2.013,NBS_LRR,True,NP_173205.1 Disease resistance protein (TIR-NBS class) [Arabidopsis thaliana]
NP_173217.1,NP_173217,True,True,True,1.663,RLK_defense,False,NP_173217.1 PEP1 receptor 2 [Arabidopsis thaliana]
NP_173228.1,NP_173228,False,False,False,0.815,PR_proteins,False,NP_173228.1 Kunitz family trypsin and protease inhibitor protein [Arabidopsis thaliana]
NP_173233.1,NP_173233,False,True,False,1.514,NBS_LRR,True,NP_173233.1 Wall-associated kinase family protein [Arabidopsis thaliana]
NP_173271.1,NP_173271,False,False,False,1.136,cell_death_HR,True,NP_173271.1 MAP kinase kinase 7 [Arabidopsis thaliana]
NP_173292.1,NP_173292,False,False,False,0.623,defense_signaling,False,NP_173292.1 myb domain protein 51 [Arabidopsis thaliana]
NP_173302.2,NP_173302,False,True,False,0.934,defense_signaling,True,NP_173302.2 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_173321.4,NP_173321,False,False,False,0.894,RLK_defense,False,NP_173321.4 isochorismate synthase 2 [Arabidopsis thaliana]
NP_173344.2,NP_173344,True,False,False,1.034,defense_signaling,True,"NP_173344.2 Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein [Arabidopsis thaliana]"
NP_173357.1,NP_173357,True,False,False,1.676,cell_death_HR,False,NP_173357.1 Riboflavin synthase-like superfamily protein [Arabidopsis thaliana]
NP_173359.3,NP_173359,False,False,False,1.151,antimicrobial,False,NP_173359.3 flavin-dependent monooxygenase 1 [Arabidopsis thaliana]
NP_173372.1,NP_173372,False,True,False,1.462,NBS_LRR,True,NP_173372.1 Wall-associated kinase family protein [Arabidopsis thaliana]
NP_173387.1,NP_173387,False,False,False,0.994,antimicrobial,False,NP_173387.1 dehydroascorbate reductase [Arabidopsis thaliana]
NP_173391.2,NP_173391,False,False,False,0.828,PR_proteins,True,NP_173391.2 defensin-like protein [Arabidopsis thaliana]
NP_173468.1,NP_173468,False,False,False,-0.68,defense_signaling,False,NP_173468.1 cold-regulated 47 [Arabidopsis thaliana]
NP_173489.2,NP_173489,False,True,False,1.491,RLK_defense,True,NP_173489.2 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_173506.1,NP_173506,False,False,False,0.668,defense_signaling,False,NP_173506.1 RING/U-box superfamily protein [Arabidopsis thaliana]
NP_173514.1,NP_173514,False,False,False,0.995,cell_death_HR,False,NP_173514.1 Putative AT-hook DNA-binding family protein [Arabidopsis thaliana]
NP_173535.1,NP_173535,False,False,False,1.247,NBS_LRR,False,NP_173535.1 O-methyltransferase family protein [Arabidopsis thaliana]
NP_173702.1,NP_173702,False,False,False,-0.058,defense_signaling,False,NP_173702.1 uncharacterized protein AT1G22890 [Arabidopsis thaliana]
NP_173813.1,NP_173813,False,False,False,0.527,NBS_LRR,False,NP_173813.1 MLP-like protein 423 [Arabidopsis thaliana]
NP_173814.2,NP_173814,False,True,False,1.525,RLK_defense,True,NP_173814.2 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_173820.1,NP_173820,False,False,False,1.28,NBS_LRR,False,NP_173820.1 UDP-glucosyl transferase 74B1 [Arabidopsis thaliana]
NP_173824.2,NP_173824,False,False,False,0.972,NBS_LRR,False,NP_173824.2 Matrixin family protein [Arabidopsis thaliana]
NP_173920.1,NP_173920,False,False,False,0.632,antimicrobial,False,NP_173920.1 ARM repeat superfamily protein [Arabidopsis thaliana]
NP_173925.3,NP_173925,False,False,False,0.823,cell_death_HR,False,NP_173925.3 phytochrome and flowering time regulatory protein (PFT1) [Arabidopsis thaliana]
NP_173944.1,NP_173944,False,False,False,0.961,antimicrobial,True,NP_173944.1 Phosphoribulokinase / Uridine kinase family [Arabidopsis thaliana]
NP_173965.1,NP_173965,False,False,False,1.188,antimicrobial,False,NP_173965.1 FAD-binding Berberine family protein [Arabidopsis thaliana]
NP_173966.1,NP_173966,False,False,False,1.183,PR_proteins,False,NP_173966.1 FAD-binding Berberine family protein [Arabidopsis thaliana]
NP_173985.1,NP_173985,False,False,False,0.966,antimicrobial,False,NP_173985.1 Eukaryotic translation initiation factor 5A-1 (eIF-5A 1) protein [Arabidopsis thaliana]
NP_174019.2,NP_174019,False,True,False,1.539,RLK_defense,True,NP_174019.2 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_174033.1,NP_174033,False,False,False,1.008,antimicrobial,False,NP_174033.1 glutathione S-transferase tau 13 [Arabidopsis thaliana]
NP_174037.3,NP_174037,True,True,True,2.166,NBS_LRR,False,NP_174037.3 transmembrane receptors / ATP binding protein [Arabidopsis thaliana]
NP_174116.1,NP_174116,False,False,False,0.679,PR_proteins,False,NP_174116.1 glycosylphosphatidylinositol-anchored lipid protein transfer 1 [Arabidopsis thaliana]
NP_174158.1,NP_174158,False,False,False,0.311,defense_signaling,False,NP_174158.1 ERF domain protein 12 [Arabidopsis thaliana]
NP_174166.1,NP_174166,True,True,True,1.734,RLK_defense,False,NP_174166.1 HAESA-like 1 [Arabidopsis thaliana]
NP_174228.1,NP_174228,False,False,False,1.209,NBS_LRR,False,NP_174228.1 plant U-box 17 [Arabidopsis thaliana]
NP_174334.2,NP_174334,False,False,False,0.824,cell_death_HR,False,NP_174334.2 cleavage and polyadenylation specificity factor 30 [Arabidopsis thaliana]
NP_174346.1,NP_174346,False,False,False,0.923,antimicrobial,False,NP_174346.1 GTP binding protein [Arabidopsis thaliana]
NP_174413.2,NP_174413,False,False,False,1.118,PR_proteins,False,NP_174413.2 Argonaute family protein [Arabidopsis thaliana]
NP_174414.1,NP_174414,False,False,False,0.96,PR_proteins,False,NP_174414.1 ARGONAUTE 3 [Arabidopsis thaliana]
NP_174420.1,NP_174420,False,False,False,0.44,NBS_LRR,False,NP_174420.1 KAR-UP F-box 1 [Arabidopsis thaliana]
NP_174439.2,NP_174439,True,True,True,1.824,NBS_LRR,True,NP_174439.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_174441.1,NP_174441,False,False,False,-0.004,defense_signaling,False,NP_174441.1 ECS1 [Arabidopsis thaliana]
NP_174510.1,NP_174510,False,False,False,1.047,RLK_defense,True,NP_174510.1 MAP kinase kinase 10 [Arabidopsis thaliana]
NP_174563.2,NP_174563,True,False,True,1.458,PR_proteins,False,NP_174563.2 Glycosyl hydrolase superfamily protein [Arabidopsis thaliana]
NP_174617.1,NP_174617,False,False,False,0.62,defense_signaling,False,NP_174617.1 D111/G-patch domain-containing protein [Arabidopsis thaliana]
NP_174620.2,NP_174620,True,True,True,2.067,NBS_LRR,True,NP_174620.2 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana]
NP_174660.2,NP_174660,False,False,False,0.239,defense_signaling,False,NP_174660.2 Smg-4/UPF3 family protein [Arabidopsis thaliana]
NP_174764.1,NP_174764,False,False,False,0.898,NBS_LRR,False,NP_174764.1 MLP-like protein 168 [Arabidopsis thaliana]
NP_174978.1,NP_174978,False,False,False,1.042,NBS_LRR,False,NP_174978.1 glutamate receptor 3.3 [Arabidopsis thaliana]
NP_174980.3,NP_174980,False,False,False,0.962,antimicrobial,False,NP_174980.3 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_174998.1,NP_174998,False,False,False,0.438,defense_signaling,False,NP_174998.1 basic region/leucine zipper motif 60 [Arabidopsis thaliana]
NP_175008.1,NP_175008,False,False,False,0.391,defense_signaling,False,NP_175008.1 uncharacterized protein AT1G43160 [Arabidopsis thaliana]
NP_175104.1,NP_175104,False,False,False,0.248,defense_signaling,False,NP_175104.1 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]
NP_175128.1,NP_175128,False,False,False,0.583,PR_proteins,False,NP_175128.1 thioredoxin H-type 5 [Arabidopsis thaliana]
NP_175170.1,NP_175170,False,True,False,1.04,NBS_LRR,True,NP_175170.1 Toll-Interleukin-Resistance (TIR) domain family protein [Arabidopsis thaliana]
NP_175185.1,NP_175185,False,False,False,0.56,defense_signaling,False,NP_175185.1 Scorpion toxin-like knottin superfamily protein [Arabidopsis thaliana]
NP_175274.1,NP_175274,False,False,False,1.201,PR_proteins,False,NP_175274.1 Stabilizer of iron transporter SufD / Polynucleotidyl transferase [Arabidopsis thaliana]
NP_175283.2,NP_175283,False,False,False,0.234,defense_signaling,False,NP_175283.2 jasmonate-zim-domain protein 4 [Arabidopsis thaliana]
